"customer_id","Customer_Segments"
19428,"Low"
19445,"Medium"
19506,"Low"
19512,"Low"
19525,"Super High"
19533,"Low"
19560,"Super High"
19561,"Low"
19577,"Super High"
19580,"Low"
19582,"Low"
19596,"Medium"
19603,"Super High"
19609,"Super High"
19613,"Super High"
19614,"Medium"
19625,"Medium"
19631,"High"
19635,"Super High"
19987,"Medium"
20163,"Super High"
20264,"Medium"
20323,"Super High"
20346,"Medium"
20353,"Super High"
20408,"Medium"
20438,"Super High"
20467,"Super High"
20574,"Super High"
20575,"Medium"
20594,"Low"
20630,"Super High"
20645,"Super High"
20653,"Low"
20699,"Super High"
20703,"Low"
20712,"Super High"
20730,"Medium"
20741,"Super High"
20747,"Low"
20791,"Medium"
20818,"Super High"
20836,"Medium"
20841,"Super High"
20872,"Medium"
20906,"High"
20945,"Super High"
20959,"Super High"
20985,"Medium"
20986,"Medium"
21010,"Medium"
21011,"Medium"
21019,"Super High"
21028,"Super High"
21030,"Medium"
21036,"Super High"
21039,"Low"
21043,"Medium"
21053,"Medium"
21058,"Super High"
21061,"Super High"
21114,"Medium"
21115,"Low"
21116,"Super High"
21118,"Medium"
21136,"Medium"
21169,"Super High"
21175,"Medium"
21179,"Super High"
21182,"Super High"
21205,"Super High"
21230,"Medium"
21232,"Super High"
21238,"Medium"
21240,"Medium"
21252,"Super High"
21255,"Low"
21261,"Medium"
21268,"Medium"
21270,"Medium"
21763,"Super High"
21916,"Low"
21997,"Super High"
22058,"Super High"
22097,"Medium"
22121,"Low"
22227,"Medium"
22259,"High"
22275,"Medium"
22296,"Medium"
22330,"Low"
22336,"Medium"
22350,"Super High"
22389,"Medium"
22408,"Super High"
22409,"Super High"
22422,"Medium"
22466,"Medium"
22482,"Medium"
22487,"Super High"
22496,"High"
22499,"Low"
22519,"Medium"
22523,"Low"
22527,"Low"
22539,"Medium"
22545,"Super High"
22570,"Medium"
22571,"Low"
22572,"Low"
22575,"Low"
22588,"Low"
22610,"Low"
22623,"Low"
22624,"Low"
22627,"Low"
22628,"Low"
22629,"Low"
22631,"Low"
22646,"High"
23161,"High"
23451,"Low"
23459,"Super High"
23477,"Low"
23666,"High"
23707,"High"
23725,"Low"
23734,"Low"
23742,"Low"
23749,"Low"
23757,"Low"
23818,"Low"
23820,"Super High"
23829,"Low"
23835,"Low"
23844,"High"
23871,"High"
23885,"High"
23920,"Low"
23922,"Super High"
23935,"Low"
23974,"High"
23985,"Low"
23993,"Low"
24006,"Medium"
24008,"Low"
24047,"Super High"
24054,"High"
24074,"Medium"
24090,"Low"
24119,"Medium"
24126,"Medium"
24132,"Super High"
24141,"Low"
24147,"Low"
24169,"Low"
24170,"Low"
24174,"Low"
24182,"High"
24189,"Super High"
24194,"Medium"
24198,"Super High"
24199,"Medium"
24221,"Super High"
24820,"Low"
24870,"Medium"
24934,"Low"
24946,"Low"
25056,"High"
25058,"Low"
25112,"Medium"
25125,"Low"
25126,"Low"
25173,"Low"
25203,"Low"
25223,"Low"
25270,"Low"
25272,"Low"
25282,"Low"
25288,"Medium"
25297,"Low"
25298,"Low"
25313,"Super High"
25315,"Low"
25317,"Super High"
25321,"Low"
25344,"Low"
25353,"Low"
25360,"Medium"
25384,"Low"
25398,"Low"
25400,"Medium"
25402,"High"
25405,"Medium"
25406,"Super High"
25418,"Low"
25421,"Super High"
25436,"Super High"
25440,"Super High"
25469,"Super High"
25472,"Super High"
25473,"Super High"
25479,"Super High"
25486,"Super High"
25488,"Super High"
25492,"Super High"
25496,"Low"
25507,"Super High"
25513,"Super High"
25514,"Super High"
25530,"Super High"
25553,"Super High"
25599,"Super High"
25621,"Super High"
25628,"Super High"
25635,"Super High"
25639,"Super High"
25654,"Super High"
25665,"Super High"
25669,"Super High"
25694,"Super High"
25716,"Super High"
25719,"Super High"
25750,"Super High"
25751,"Super High"
25763,"Super High"
25766,"Low"
25776,"Super High"
25780,"Low"
25791,"Super High"
25793,"Super High"
25796,"Super High"
25816,"Low"
25838,"Super High"
25851,"Super High"
25853,"Super High"
25861,"Super High"
25877,"Low"
25885,"Super High"
25888,"Super High"
25894,"Super High"
25916,"Super High"
25918,"Super High"
25919,"Super High"
25921,"Super High"
25937,"Super High"
26587,"Super High"
27005,"Super High"
27026,"Super High"
27046,"Super High"
27049,"Low"
27091,"Medium"
27122,"Low"
27145,"Low"
27147,"Low"
27167,"Low"
27176,"Low"
27204,"Medium"
27220,"Low"
27243,"Low"
27273,"Low"
27295,"Low"
27308,"Low"
27336,"Low"
27347,"Low"
27429,"Super High"
27452,"Low"
27475,"Low"
27509,"Low"
27785,"Super High"
27912,"Super High"
27987,"Low"
28009,"Super High"
28166,"Low"
28169,"Super High"
28195,"Low"
28208,"Super High"
28290,"Super High"
28393,"Low"
28398,"Super High"
28452,"Super High"
28458,"Super High"
28459,"Low"
28464,"Super High"
28470,"Low"
28480,"Low"
28490,"Low"
28522,"Low"
28536,"Super High"
28636,"Low"
28651,"Super High"
28658,"Low"
28663,"Super High"
28667,"Low"
28674,"Super High"
28680,"Low"
28683,"Super High"
28689,"Super High"
28705,"Low"
28714,"Super High"
28737,"Super High"
28738,"Super High"
28740,"Low"
28747,"Super High"
28764,"Low"
28776,"Low"
28777,"Low"
28781,"Low"
28792,"Low"
28796,"Low"
28807,"Super High"
28811,"Low"
29236,"Super High"
29437,"Low"
29521,"Super High"
29522,"Super High"
29547,"Low"
29588,"Low"
29603,"Low"
29637,"Low"
29641,"Medium"
29648,"Low"
29682,"Low"
29690,"Low"
29710,"High"
29714,"Low"
29729,"Low"
29747,"Low"
29758,"Low"
29795,"Super High"
29817,"Super High"
29821,"Super High"
29828,"Low"
29838,"Low"
29841,"Super High"
29849,"Low"
29864,"Super High"
29871,"Super High"
29882,"Low"
29884,"Super High"
29886,"High"
29887,"Super High"
29892,"Super High"
30395,"Low"
30449,"Low"
30513,"Low"
30526,"Low"
30536,"Low"
30551,"Low"
30560,"Super High"
30568,"Super High"
30574,"Low"
30580,"Super High"
30602,"Super High"
30620,"Low"
30633,"High"
30639,"Super High"
30644,"Low"
30645,"Super High"
30649,"Super High"
31019,"Super High"
31746,"Low"
31899,"Low"
31900,"Low"
31968,"Low"
31981,"Super High"
32027,"Super High"
32073,"Low"
32074,"Low"
32089,"Super High"
32108,"Low"
32118,"Super High"
32148,"Super High"
32186,"Super High"
32719,"Low"
32892,"Low"
32964,"Super High"
32990,"Medium"
33015,"Super High"
33017,"Super High"
33039,"Low"
33088,"Low"
33092,"Low"
33098,"Super High"
33100,"Super High"
33110,"Low"
33124,"Super High"
33125,"Low"
33132,"High"
33136,"Super High"
33144,"Low"
33146,"Low"
33169,"Low"
33189,"Super High"
33197,"Low"
33205,"Super High"
33209,"Super High"
33218,"Super High"
34473,"Low"
34518,"Low"
34754,"Super High"
34832,"Low"
34839,"Low"
34852,"Super High"
34875,"Low"
34887,"Low"
34978,"High"
35003,"Super High"
35007,"Super High"
35029,"Low"
35031,"Super High"
35032,"Low"
35036,"High"
35043,"Low"
35072,"Low"
35081,"High"
35093,"Low"
35101,"Super High"
35114,"Super High"
35117,"Super High"
35403,"Low"
35405,"Low"
35410,"Low"
35412,"Super High"
35416,"Low"
35421,"Super High"
35431,"Low"
35440,"Super High"
35443,"Super High"
35451,"High"
35453,"Low"
35459,"Low"
35465,"Low"
36424,"Low"
36435,"Super High"
36436,"Low"
36465,"Medium"
36508,"Medium"
36533,"Medium"
36585,"Low"
36592,"Super High"
36594,"Super High"
36638,"Medium"
36642,"Medium"
36688,"Super High"
36730,"Super High"
36731,"Low"
36751,"Super High"
36801,"Super High"
36839,"Medium"
36868,"Low"
36884,"Low"
36887,"Medium"
36912,"Low"
36914,"Low"
36930,"Low"
36938,"Super High"
36943,"Super High"
36944,"Medium"
36953,"Super High"
36976,"Low"
36979,"Super High"
37017,"Low"
37020,"Medium"
37507,"Low"
37525,"Medium"
37577,"Low"
37593,"Low"
37632,"Low"
37636,"Medium"
37675,"Medium"
37684,"Medium"
37700,"Low"
37708,"Medium"
37713,"Super High"
37720,"Low"
37728,"Super High"
37739,"Super High"
37749,"Low"
37752,"Medium"
37756,"Medium"
37777,"Super High"
37783,"Super High"
37798,"Low"
37805,"Super High"
37818,"Super High"
37823,"Medium"
37848,"Medium"
37851,"Medium"
37855,"Medium"
37861,"Medium"
37867,"Medium"
37870,"Super High"
37874,"Medium"
37886,"Super High"
37906,"Medium"
37912,"Medium"
37921,"Super High"
37938,"Low"
37955,"Super High"
37956,"Low"
37957,"Medium"
37961,"Medium"
37964,"Low"
37968,"Medium"
37970,"Medium"
37988,"Medium"
38022,"Super High"
38050,"Medium"
38052,"Super High"
38054,"Super High"
38109,"Medium"
38398,"Super High"
38954,"Medium"
39074,"Low"
39123,"Low"
39217,"Medium"
39262,"Super High"
39285,"Medium"
39298,"Medium"
39306,"Medium"
39307,"Super High"
39415,"Low"
39447,"Super High"
39454,"Medium"
39462,"Low"
39468,"Medium"
39469,"High"
39474,"Medium"
39477,"Medium"
39483,"Medium"
39535,"Medium"
39547,"Super High"
39580,"Medium"
39582,"Low"
39589,"Super High"
39607,"Medium"
39670,"Low"
39672,"Medium"
39673,"Medium"
39688,"Super High"
39691,"Super High"
39718,"Super High"
39726,"Low"
39771,"Super High"
39781,"Medium"
39783,"Super High"
39806,"Super High"
39826,"Low"
39832,"Super High"
39837,"High"
39838,"Super High"
39841,"Super High"
39863,"Medium"
39880,"Medium"
40036,"Low"
40086,"Low"
40133,"Low"
40173,"Low"
40175,"Super High"
40209,"Super High"
40248,"Low"
40250,"Low"
40293,"Low"
40296,"Low"
40320,"Super High"
40340,"Low"
40344,"Super High"
40352,"Super High"
40353,"Low"
40354,"Low"
40365,"Low"
40389,"Super High"
40418,"Low"
40444,"Super High"
40454,"Low"
40464,"Low"
40472,"Super High"
40502,"Low"
40506,"Low"
40514,"High"
40516,"Low"
40553,"Low"
40556,"Low"
40557,"Low"
40560,"Super High"
40561,"Super High"
40569,"Low"
40577,"Low"
40581,"Low"
40585,"Super High"
40589,"Low"
41330,"Medium"
41335,"Super High"
41423,"Low"
41428,"Super High"
41511,"Super High"
41562,"Low"
41571,"Super High"
41575,"Low"
41632,"Low"
41638,"Medium"
41646,"High"
41669,"High"
41680,"Super High"
41711,"Super High"
41781,"Super High"
41824,"Super High"
41875,"Super High"
41904,"Medium"
41992,"Low"
42042,"Medium"
42045,"Medium"
42062,"Super High"
42092,"Low"
42098,"Low"
42104,"Super High"
42109,"Super High"
42120,"Medium"
42131,"Medium"
42151,"Medium"
42153,"Medium"
42195,"Super High"
42217,"Super High"
42234,"Medium"
42243,"Low"
42259,"Medium"
42267,"Medium"
42269,"Low"
43146,"Low"
43217,"Super High"
43238,"Super High"
43316,"Medium"
43360,"Super High"
43369,"Medium"
43398,"Medium"
43428,"Low"
43435,"High"
43438,"Super High"
43462,"Low"
43472,"High"
43476,"Super High"
43491,"Super High"
43495,"Super High"
43496,"Super High"
43511,"Medium"
43532,"Super High"
43542,"Super High"
43582,"Super High"
43604,"Medium"
43614,"Super High"
43621,"Super High"
43625,"Super High"
43629,"Medium"
43639,"Medium"
43683,"Medium"
43690,"Medium"
43693,"Medium"
43712,"Medium"
43724,"High"
43737,"Medium"
43738,"Medium"
43744,"Medium"
43746,"Super High"
43749,"Super High"
43788,"Super High"
44040,"Medium"
44604,"Medium"
44785,"Low"
44811,"Super High"
44814,"High"
44877,"Low"
44900,"Medium"
44906,"Low"
44909,"Medium"
44966,"Low"
45041,"Low"
45044,"Medium"
45046,"Medium"
45062,"High"
45092,"Medium"
45110,"Medium"
45121,"Super High"
45123,"Super High"
45130,"Medium"
45134,"Medium"
45148,"Super High"
45150,"Super High"
45151,"Medium"
45172,"Medium"
45195,"Medium"
45198,"Super High"
45199,"Low"
45201,"Super High"
45204,"Medium"
45207,"Medium"
45213,"Super High"
45215,"Medium"
45229,"Low"
45235,"Medium"
45236,"Medium"
45272,"Super High"
45285,"Low"
45293,"Medium"
45738,"Super High"
45744,"Super High"
45934,"Low"
45966,"Medium"
46002,"Medium"
46007,"Medium"
46009,"Super High"
46103,"Medium"
46110,"Low"
46115,"Super High"
46130,"Low"
46134,"Super High"
46142,"Medium"
46154,"Medium"
46160,"Super High"
46180,"Low"
46181,"Medium"
46189,"Super High"
46200,"Super High"
46210,"Super High"
46270,"Low"
46276,"Low"
46279,"Low"
46308,"Super High"
46319,"Super High"
46325,"Super High"
46390,"Super High"
46555,"Super High"
46617,"Super High"
46668,"Low"
46677,"Low"
46685,"Super High"
46696,"High"
46712,"Low"
46748,"Super High"
46799,"Low"
46808,"Low"
46829,"Low"
46832,"Super High"
46875,"Low"
46908,"Super High"
46950,"Low"
46992,"Low"
47000,"Low"
47082,"Low"
47096,"Low"
47118,"Low"
47125,"Low"
47129,"Low"
47130,"Low"
47132,"Super High"
47147,"Low"
47158,"Low"
47191,"Super High"
47206,"Low"
47234,"Super High"
47246,"Low"
47272,"Super High"
47284,"Low"
47307,"Super High"
47320,"Low"
47333,"Super High"
47351,"Low"
47377,"Low"
47379,"Low"
47386,"Low"
48247,"Low"
48361,"Super High"
48414,"Low"
48423,"Low"
48546,"Low"
48589,"Super High"
48652,"Low"
48656,"Super High"
48771,"Super High"
48800,"Super High"
49175,"Low"
49368,"Low"
49379,"Super High"
49436,"Low"
49452,"Low"
49496,"Low"
49499,"Super High"
49501,"Low"
49537,"Super High"
49541,"Low"
49551,"Super High"
49567,"Low"
49588,"Super High"
49592,"Low"
49623,"Low"
49932,"Super High"
50064,"Low"
50065,"Low"
50221,"Super High"
50229,"Super High"
50232,"Super High"
50295,"Super High"
50379,"Low"
50380,"Super High"
50384,"Super High"
50403,"Low"
50406,"Low"
50435,"Low"
50479,"Low"
50551,"Low"
50554,"Low"
50562,"Low"
50563,"Low"
50567,"Low"
50570,"Super High"
50578,"Low"
50587,"Super High"
50611,"Low"
50667,"Low"
50691,"Low"
50721,"Low"
50723,"Low"
50727,"Super High"
50729,"High"
50730,"Super High"
50736,"Super High"
50751,"High"
51764,"Super High"
51845,"Super High"
51902,"Low"
51981,"Super High"
51996,"Low"
52173,"Low"
52221,"Low"
52252,"Low"
52296,"Low"
52396,"Low"
52411,"Low"
52437,"Low"
52462,"Low"
52475,"Low"
52490,"Super High"
52525,"Low"
52583,"Medium"
52594,"Low"
52650,"Low"
52669,"Super High"
52672,"High"
52675,"Super High"
52688,"Low"
52697,"Super High"
52706,"Super High"
52707,"Super High"
52721,"Super High"
52765,"Super High"
52796,"Low"
52799,"Low"
52802,"Low"
53731,"Low"
53782,"Super High"
53820,"Super High"
53897,"Low"
53899,"Super High"
54072,"Super High"
54088,"Low"
54124,"Low"
54128,"Low"
54142,"Low"
54164,"Super High"
54223,"Low"
54228,"Super High"
54241,"Low"
54262,"Low"
54330,"Super High"
54339,"Low"
54377,"Low"
54445,"Low"
54448,"Low"
54495,"Low"
54501,"Super High"
54528,"Low"
54538,"Super High"
54539,"Low"
54553,"Super High"
54583,"Low"
54587,"High"
54954,"Low"
55206,"Super High"
55232,"Low"
55279,"Super High"
55342,"Low"
55355,"Super High"
55374,"Low"
55379,"Low"
55385,"High"
55409,"Low"
55419,"Super High"
55431,"Low"
55443,"Super High"
55445,"Super High"
55479,"High"
55486,"Low"
55491,"Low"
55493,"Low"
55498,"Super High"
55499,"High"
55505,"Low"
55522,"Low"
55541,"Super High"
55544,"Super High"
55553,"Low"
55562,"Super High"
55569,"Low"
55579,"Low"
55582,"Medium"
55583,"Low"
55589,"Low"
55603,"Low"
55620,"Low"
55621,"Low"
55629,"High"
55631,"Super High"
56408,"Low"
56751,"Low"
57041,"Low"
57091,"Super High"
57117,"Super High"
57184,"Low"
57185,"Super High"
57275,"Low"
57277,"Super High"
57305,"Low"
57336,"Super High"
57367,"High"
57422,"Super High"
57908,"Medium"
58085,"Super High"
58316,"Super High"
58320,"Low"
58350,"Low"
58351,"Low"
58369,"Low"
58389,"Low"
58405,"Low"
58417,"Low"
58434,"Super High"
58435,"Low"
58440,"Low"
58926,"Super High"
59026,"Low"
59037,"Super High"
59056,"Low"
59076,"Low"
59105,"Low"
59118,"Super High"
59189,"Super High"
59190,"Low"
59197,"Low"
59239,"Super High"
59525,"Super High"
59543,"Low"
59596,"Low"
59663,"Medium"
59832,"Low"
59840,"Low"
59851,"Low"
59854,"Low"
59856,"Low"
59880,"Low"
59911,"Low"
59919,"Super High"
59925,"Low"
59941,"Low"
59945,"Super High"
59975,"Super High"
60052,"Low"
60088,"Low"
60100,"Super High"
60101,"Super High"
60146,"Super High"
60151,"High"
60166,"Super High"
60253,"Low"
60420,"Low"
60425,"Low"
60492,"Low"
60516,"Low"
60519,"Low"
60551,"Low"
60554,"Super High"
60570,"Low"
60712,"Low"
60809,"Super High"
60862,"Low"
60888,"Low"
60955,"Super High"
60970,"Super High"
60980,"Low"
60982,"Low"
60988,"Super High"
60996,"Low"
61004,"Low"
61014,"Super High"
61507,"Low"
61530,"Low"
61564,"Low"
61566,"Low"
61638,"Low"
61685,"Low"
61695,"Low"
61715,"High"
61719,"Super High"
61747,"Super High"
61750,"Low"
61774,"Low"
61808,"Low"
62267,"Low"
62410,"Low"
62416,"Low"
62431,"Low"
62500,"Super High"
62521,"High"
62541,"Super High"
62545,"Super High"
62546,"Medium"
62559,"Medium"
62567,"Super High"
62578,"Medium"
62587,"Medium"
62588,"Super High"
62590,"Low"
63149,"Super High"
63206,"Super High"
63305,"Medium"
63394,"Low"
63400,"Super High"
63422,"Low"
63439,"Super High"
63443,"Medium"
63455,"Super High"
63486,"Super High"
63542,"Super High"
63551,"Medium"
63554,"Medium"
63575,"Medium"
63585,"Medium"
63587,"High"
63589,"Medium"
63591,"Medium"
63593,"Super High"
63604,"Super High"
63609,"Medium"
63616,"Low"
63638,"Medium"
63644,"Super High"
63652,"Super High"
63653,"Medium"
63673,"Super High"
63722,"Medium"
63724,"Medium"
63741,"Medium"
63752,"High"
63764,"Super High"
63769,"Medium"
63772,"Medium"
63776,"Medium"
63777,"Super High"
63789,"Medium"
63790,"Medium"
63800,"Medium"
63803,"Low"
63811,"High"
63824,"Medium"
63833,"Medium"
63838,"Medium"
63840,"Medium"
63847,"Low"
63855,"Medium"
63861,"Medium"
63862,"Medium"
63865,"Medium"
63871,"Super High"
63875,"Super High"
63878,"Medium"
63883,"Super High"
63887,"Low"
63890,"Medium"
63891,"Medium"
63896,"Medium"
63897,"Medium"
64363,"Low"
64379,"Low"
64387,"Medium"
64434,"Super High"
64456,"Medium"
64534,"Medium"
64546,"Low"
64554,"Super High"
64576,"Low"
64602,"Medium"
64635,"Low"
64637,"Medium"
64677,"Medium"
64705,"Super High"
64713,"Medium"
64727,"Super High"
64729,"Low"
64730,"Low"
64736,"Low"
64739,"Low"
64747,"Super High"
64799,"Super High"
64803,"Medium"
64840,"Super High"
64863,"Medium"
64867,"Low"
64901,"Medium"
64902,"Super High"
64903,"Medium"
64908,"Super High"
64929,"Low"
64931,"Low"
64953,"Medium"
64963,"Medium"
64987,"Medium"
64994,"Medium"
65002,"Super High"
65003,"Medium"
65009,"Super High"
65018,"Medium"
65022,"Super High"
65034,"Super High"
65049,"Medium"
65066,"Medium"
65067,"Medium"
65068,"Medium"
65070,"Super High"
65471,"Super High"
65543,"Low"
65647,"Low"
65659,"Low"
65711,"Low"
65724,"Low"
65734,"Low"
65776,"Low"
65798,"Super High"
65800,"Low"
65828,"Low"
65830,"Low"
